cidade;film_id;title;total_alugueis
Klerksdorp;463;INSTINCT AIRPORT;1
Pontianak;631;NOVOCAINE FLIGHT;1
Amersfoort;119;CAPER MOTIONS;1
Purnea (Purnia);767;SCALAWAG DUCK;1
Matamoros;424;HOLOCAUST HIGHBALL;1
Bhimavaram;380;GREEK EVERYONE;1
Vicente Lpez;456;INCH JET;1
Brindisi;556;MALTESE HOPE;1
Sullana;600;MOTIONS DETAILS;1
Kakamigahara;710;RAGE GAMES;1
Botosani;970;WESTWARD SEABISCUIT;1
La Plata;609;MUSCLE BRIGHT;1
Soshanguve;527;LOLA AGENT;1
Botosani;676;PHILADELPHIA WIFE;1
Madiun;122;CARRIE BUNCH;1
Kilis;374;GRAFFITI LOVE;1
Talavera;369;GOODFELLAS SALUTE;1
Cuernavaca;185;COWBOY DOOM;1
Jurez;57;BASIC EASY;1
Tel Aviv-Jaffa;70;BIKINI BORROWERS;1
Cayenne;452;ILLUSION AMELIE;1
Iwakuni;346;GALAXY SWEETHEARTS;1
Garland;993;WRONG BEHAVIOR;1
Chandrapur;873;SWEETHEARTS SUSPECTS;1
Mogiljov;948;VOICE PEACH;1
Pak Kret;319;FISH OPUS;1
El Fuerte;249;DRACULA CRYSTAL;1
Dongying;819;SONG HEDWIG;1
Nagareyama;480;JEEPERS WEDDING;1
Kabul;786;SHEPHERD MIDSUMMER;1
Araatuba;611;MUSKETEERS WAIT;1
Brindisi;422;HOLLOW JEOPARDY;1
Baku;738;ROCKETEER MOTHER;1
Dadu;342;FUGITIVE MAGUIRE;1
Southend-on-Sea;973;WIFE TURN;1
Munger (Monghyr);311;FICTION CHRISTMAS;1
Valparai;319;FISH OPUS;1
Czestochowa;936;VANISHING ROCKY;1
Adana;732;RINGS HEARTBREAKERS;1
Ezeiza;55;BARBARELLA STREETCAR;1
Coquimbo;828;SPIKING ELEMENT;1
Gingoog;366;GOLDFINGER SENSIBILITY;1
Korolev;948;VOICE PEACH;1
Udaipur;875;TALENTED HOMICIDE;1
Zapopan;690;POND SEATTLE;1
Sultanbeyli;918;TWISTED PIRATES;1
Amroha;776;SECRET GROUNDHOG;1
Liepaja;350;GARDEN ISLAND;1
Hami;412;HEAVYWEIGHTS BEAST;1
Oshawa;814;SNATCH SLIPPER;1
Kamjanets-Podilskyi;448;IDAHO LOVE;1
Imus;811;SMILE EARRING;1
Salzburg;349;GANGS PRIDE;1
Ponce;623;NEWTON LABYRINTH;1
Ktahya;323;FLIGHT LIES;1
Saarbrcken;72;BILL OTHERS;1
Gandhinagar;433;HORN WORKING;1
Poos de Caldas;692;POTLUCK MIXED;1
Firozabad;543;MADIGAN DORADO;1
Mexicali;542;LUST LOCK;1
Qomsheh;183;CONVERSATION DOWNHILL;1
Ibirit;964;WATERFRONT DELIVERANCE;1
Salzburg;639;OPPOSITE NECKLACE;1
Stara Zagora;929;USUAL UNTOUCHABLES;1
Talavera;154;CLASH FREDDY;1
Dallas;367;GOLDMINE TYCOON;1
Fontana;130;CELEBRITY HORN;1
Baybay;565;MATRIX SNOWMAN;1
Siliguri (Shiliguri);355;GHOSTBUSTERS ELF;1
Stockport;841;STAR OPERATION;1
Adana;823;SOUTH WAIT;1
Olomouc;730;RIDGEMONT SUBMARINE;1
Shahr-e Kord;853;STRANGER STRANGERS;1
Smolensk;892;TITANIC BOONDOCK;1
Akishima;239;DOGMA FAMILY;1
Deba Habe;890;TIGHTS DAWN;1
Tel Aviv-Jaffa;531;LOSE INCH;1
Ezeiza;536;LOVELY JINGLE;1
Jastrzebie-Zdrj;278;ELF MURDER;1
Tafuna;989;WORKING MICROCOSMOS;1
Tsuyama;706;QUEEN LUKE;1
Memphis;47;BABY HALL;1
Jinzhou;849;STORM HAPPINESS;1
Garden Grove;626;NOON PAPI;1
Simferopol;647;OUTFIELD MASSACRE;1
Idfu;484;JERK PAYCHECK;1
Tanza;23;ANACONDA CONFESSIONS;1
Juiz de Fora;197;CRUSADE HONEY;1
Balikesir;135;CHANCE RESURRECTION;1
Ashdod;277;ELEPHANT TROJAN;1
Dadu;518;LIAISONS SWEET;1
Jaipur;800;SINNERS ATLANTIS;1
Hunuco;307;FELLOWSHIP AUTUMN;1
Ueda;735;ROBBERS JOON;1
Kisumu;222;DESERT POSEIDON;1
Baku;165;COLDBLOODED DARLING;1
Olomouc;283;ENDING CROWDS;1
Rajkot;621;NETWORK PEAK;1
Zalantun;406;HAUNTING PIANIST;1
Bag;396;HANGING DEEP;1
Elista;873;SWEETHEARTS SUSPECTS;1
Mukateve;692;POTLUCK MIXED;1
Vicente Lpez;599;MOTHER OLEANDER;1
Roanoke;559;MARRIED GO;1
Nagaon;500;KISS GLORY;1
Coatzacoalcos;901;TRACY CIDER;1
Usak;239;DOGMA FAMILY;1
Aden;504;KWAI HOMEWARD;1
Yerevan;369;GOODFELLAS SALUTE;1
Tama;502;KNOCK WARLOCK;1
Bat Yam;366;GOLDFINGER SENSIBILITY;1
Oulu;858;SUBMARINE BED;1
Kanazawa;592;MONSTER SPARTACUS;1
La Romana;103;BUCKET BROTHERHOOD;1
Oshawa;960;WARS PLUTO;1
Hsichuh;418;HOBBIT ALIEN;1
Halifax;236;DIVINE RESURRECTION;1
Charlotte Amalie;361;GLEAMING JAWBREAKER;1
Higashiosaka;820;SONS INTERVIEW;1
Cavite;876;TARZAN VIDEOTAPE;1
Meixian;339;FROGMEN BREAKING;1
Tiefa;155;CLEOPATRA DEVIL;1
Greensboro;786;SHEPHERD MIDSUMMER;1
Omdurman;309;FEUD FROGMEN;1
Monclova;738;ROCKETEER MOTHER;1
Bandar Seri Begawan;833;SPLENDOR PATTON;1
Brockton;937;VARSITY TRIP;1
Klerksdorp;981;WOLVES DESIRE;1
Weifang;635;OKLAHOMA JUMANJI;1
Patiala;604;MULAN MOON;1
Shaoguan;728;REUNION WITCHES;1
Mahajanga;570;MERMAID INSECTS;1
Lubumbashi;443;HURRICANE AFFAIR;1
Botshabelo;23;ANACONDA CONFESSIONS;1
Shanwei;416;HIGHBALL POTTER;1
Oulu;443;HURRICANE AFFAIR;1
Kanazawa;670;PELICAN COMFORTS;1
Goinia;336;FRENCH HOLIDAY;1
Hoshiarpur;604;MULAN MOON;1
Mogiljov;859;SUGAR WONKA;1
Halisahar;292;EXCITEMENT EVE;1
Balikesir;924;UNFORGIVEN ZOOLANDER;1
Asuncin;958;WARDROBE PHANTOM;1
Sokoto;206;DANCING FEVER;1
Oshawa;468;INVASION CYCLONE;1
Oulu;715;RANGE MOONWALKER;1
Xiangtan;364;GODFATHER DIARY;1
NDjamna;300;FALCON VOLUME;1
Nagaon;805;SLEEPLESS MONSOON;1
Palghat (Palakkad);969;WEST LION;1
Pudukkottai;905;TRAINSPOTTING STRANGERS;1
Kurashiki;40;ARMY FLINTSTONES;1
Santiago de los Caballeros;229;DEVIL DESIRE;1
Sousse;655;PANTHER REDS;1
Ruse;397;HANKY OCTOBER;1
Bratislava;160;CLUB GRAFFITI;1
Berhampore (Baharampur);181;CONTACT ANONYMOUS;1
Najafabad;751;RUNAWAY TENENBAUMS;1
Coatzacoalcos;788;SHIP WONDERLAND;1
Yinchuan;323;FLIGHT LIES;1
Abha;397;HANKY OCTOBER;1
Iwatsuki;154;CLASH FREDDY;1
Mexicali;608;MURDER ANTITRUST;1
Changzhou;761;SANTA PARIS;1
Dos Quebradas;901;TRACY CIDER;1
Xiangfan;896;TOOTSIE PILOT;1
Yamuna Nagar;301;FAMILY SWEET;1
Sumqayit;922;UNDEFEATED DALMATIONS;1
Rio Claro;369;GOODFELLAS SALUTE;1
Uttarpara-Kotrung;655;PANTHER REDS;1
Usolje-Sibirskoje;737;ROCK INSTINCT;1
Baku;619;NEIGHBORS CHARADE;1
Goinia;653;PANIC CLUB;1
Maring;440;HUNGER ROOF;1
Karnal;578;MILLION ACE;1
Jamalpur;333;FREAKY POCUS;1
Ciparay;234;DISTURBING SCARFACE;1
Saarbrcken;140;CHEAPER CLYDE;1
Jamalpur;150;CIDER DESIRE;1
Saint Louis;555;MALLRATS UNITED;1
Arlington;64;BEETHOVEN EXORCIST;1
Halle/Saale;843;STEEL SANTA;1
Hanoi;428;HOMICIDE PEACH;1
Tianjin;734;ROAD ROXANNE;1
Almirante Brown;164;COAST RAINBOW;1
al-Qatif;252;DREAM PICKUP;1
Dayton;709;RACER EGG;1
Tsuyama;862;SUMMER SCARFACE;1
Iligan;206;DANCING FEVER;1
Ikerre;883;TEQUILA PAST;1
Mexicali;539;LUCK OPUS;1
Toulouse;478;JAWS HARRY;1
Cuauhtmoc;13;ALI FOREVER;1
Xiangfan;109;BUTTERFLY CHOCOLAT;1
Tarlac;196;CRUELTY UNFORGIVEN;1
Zaria;649;OZ LIAISONS;1
Bhilwara;629;NOTORIOUS REUNION;1
Cuautla;601;MOULIN WAKE;1
Shubra al-Khayma;893;TITANS JERK;1
Qomsheh;842;STATE WASTELAND;1
Zeleznogorsk;891;TIMBERLAND SKY;1
Charlotte Amalie;204;DALMATIONS SWEDEN;1
Tiefa;501;KISSING DOLLS;1
Kitwe;18;ALTER VICTORY;1
Quilmes;934;VANILLA DAY;1
Kurgan;462;INSIDER ARIZONA;1
Tartu;114;CAMELOT VACATION;1
Qomsheh;841;STAR OPERATION;1
Toulon;354;GHOST GROUNDHOG;1
Sunnyvale;322;FLATLINERS KILLER;1
guas Lindas de Gois;114;CAMELOT VACATION;1
Brockton;602;MOURNING PURPLE;1
Tiefa;621;NETWORK PEAK;1
Zhezqazghan;586;MOCKINGBIRD HOLLYWOOD;1
Hanoi;975;WILLOW TRACY;1
Deba Habe;480;JEEPERS WEDDING;1
Higashiosaka;379;GREEDY ROOTS;1
Barcelona;127;CAT CONEHEADS;1
Smolensk;190;CREEPERS KANE;1
Santa Rosa;512;LEAGUE HELLFIGHTERS;1
Hino;301;FAMILY SWEET;1
Hodeida;562;MASKED BUBBLE;1
Hunuco;304;FARGO GANDHI;1
Zhoushan;989;WORKING MICROCOSMOS;1
Deba Habe;568;MEMENTO ZOOLANDER;1
Dos Quebradas;581;MINORITY KISS;1
Teboksary;735;ROBBERS JOON;1
Sullana;135;CHANCE RESURRECTION;1
Bilbays;524;LION UNCUT;1
Saint-Denis;863;SUN CONFESSIONS;1
Iwakuni;139;CHASING FIGHT;1
Pangkal Pinang;279;ELIZABETH SHANE;1
Nador;732;RINGS HEARTBREAKERS;1
Loja;167;COMA HEAD;1
Coacalco de Berriozbal;296;EXPRESS LONELY;1
Brest;420;HOLES BRANNIGAN;1
Cabuyao;120;CARIBBEAN LIBERTY;1
Cuman;73;BINGO TALENTED;1
Rancagua;358;GILMORE BOILED;1
Ipoh;668;PEAK FOREVER;1
Santa Brbara dOeste;255;DRIVING POLISH;1
Rajkot;763;SATISFACTION CONFIDENTIAL;1
Tokat;264;DWARFS ALTER;1
Kitwe;333;FREAKY POCUS;1
Juazeiro do Norte;728;REUNION WITCHES;1
Serpuhov;754;RUSHMORE MERMAID;1
Kisumu;406;HAUNTING PIANIST;1
Guaruj;336;FRENCH HOLIDAY;1
Nabereznyje Telny;361;GLEAMING JAWBREAKER;1
Cape Coral;529;LONELY ELEPHANT;1
Hunuco;894;TOMATOES HELLFIGHTERS;1
Sultanbeyli;337;FRIDA SLIPPER;1
Hiroshima;925;UNITED PILOT;1
Saint Louis;842;STATE WASTELAND;1
Lima;738;ROCKETEER MOTHER;1
Tongliao;18;ALTER VICTORY;1
Southport;103;BUCKET BROTHERHOOD;1
Sawhaj;103;BUCKET BROTHERHOOD;1
Ozamis;702;PULP BEVERLY;1
Baha Blanca;245;DOUBLE WRATH;1
Zaoyang;60;BEAST HUNCHBACK;1
Dadu;522;LIFE TWISTED;1
Ocumare del Tuy;395;HANDICAP BOONDOCK;1
Rajkot;427;HOMEWARD CIDER;1
Papeete;317;FIREBALL PHILADELPHIA;1
Sorocaba;702;PULP BEVERLY;1
Malm;842;STATE WASTELAND;1
Antofagasta;446;HYSTERICAL GRAIL;1
Fontana;837;STAGE WORLD;1
Sungai Petani;394;HAMLET WISDOM;1
Inegl;775;SEATTLE EXPECATIONS;1
Korolev;167;COMA HEAD;1
Molodetno;694;PREJUDICE OLEANDER;1
Korla;958;WARDROBE PHANTOM;1
Shanwei;205;DANCES NONE;1
Madiun;824;SPARTACUS CHEAPER;1
Tongliao;204;DALMATIONS SWEDEN;1
Qalyub;830;SPIRIT FLINTSTONES;1
Haldia;840;STAMPEDE DISTURBING;1
Jaroslavl;458;INDIAN LOVE;1
Ourense (Orense);347;GAMES BOWFINGER;1
Esfahan;164;COAST RAINBOW;1
So Bernardo do Campo;657;PARADISE SABRINA;1
Karnal;973;WIFE TURN;1
Crdoba;518;LIAISONS SWEET;1
Ife;368;GONE TROUBLE;1
Satna;869;SUSPECTS QUILLS;1
Hidalgo;239;DOGMA FAMILY;1
Roanoke;634;ODDS BOOGIE;1
Springs;791;SHOW LORD;1
Jaroslavl;315;FINDING ANACONDA;1
Monclova;451;IGBY MAKER;1
Rio Claro;776;SECRET GROUNDHOG;1
Syktyvkar;600;MOTIONS DETAILS;1
Cuernavaca;222;DESERT POSEIDON;1
Addis Abeba;129;CAUSE DATE;1
Cheju;557;MANCHURIAN CURTAIN;1
Rajkot;426;HOME PITY;1
Cuernavaca;212;DARN FORRESTER;1
Leshan;314;FIGHT JAWBREAKER;1
Shaoguan;783;SHANE DARKNESS;1
Guaruj;443;HURRICANE AFFAIR;1
Dallas;356;GIANT TROOPERS;1
Uttarpara-Kotrung;23;ANACONDA CONFESSIONS;1
Usak;948;VOICE PEACH;1
Hunuco;194;CROW GREASE;1
Sawhaj;922;UNDEFEATED DALMATIONS;1
Sumqayit;289;EVE RESURRECTION;1
Sogamoso;867;SUPER WYOMING;1
London;894;TOMATOES HELLFIGHTERS;1
Jos Azueta;129;CAUSE DATE;1
Usolje-Sibirskoje;873;SWEETHEARTS SUSPECTS;1
Zanzibar;962;WASTELAND DIVINE;1
Joliet;542;LUST LOCK;1
Oshawa;721;REDS POCUS;1
Salzburg;851;STRAIGHT HOURS;1
Vinh;490;JUMANJI BLADE;1
Teboksary;402;HARPER DYING;1
Inegl;295;EXPENDABLE STALLION;1
Johannesburg;951;VOYAGE LEGALLY;1
Mwene-Ditu;609;MUSCLE BRIGHT;1
Tambaram;684;PIZZA JUMANJI;1
Saarbrcken;795;SIEGE MADRE;1
Uluberia;773;SEABISCUIT PUNK;1
Batman;958;WARDROBE PHANTOM;1
San Lorenzo;436;HOURS RAGE;1
Vaduz;610;MUSIC BOONDOCK;1
Xinxiang;858;SUBMARINE BED;1
Yuzhou;897;TORQUE BOUND;1
Grand Prairie;912;TROJAN TOMORROW;1
Halisahar;327;FOOL MOCKINGBIRD;1
Birgunj;341;FROST HEAD;1
Mahajanga;7;AIRPLANE SIERRA;1
Meixian;155;CLEOPATRA DEVIL;1
Yuzhou;911;TRIP NEWTON;1
Tianjin;941;VIDEOTAPE ARSENIC;1
Naju;883;TEQUILA PAST;1
Nanyang;999;ZOOLANDER FICTION;1
Bamenda;807;SLEUTH ORIENT;1
Bat Yam;638;OPERATION OPERATION;1
Manchester;379;GREEDY ROOTS;1
Nantou;286;ENOUGH RAGING;1
Firozabad;555;MALLRATS UNITED;1
Katihar;924;UNFORGIVEN ZOOLANDER;1
Changhwa;194;CROW GREASE;1
Amersfoort;152;CIRCUS YOUTH;1
Donostia-San Sebastin;382;GRIT CLOCKWORK;1
Parbhani;718;REBEL AIRPORT;1
Pavlodar;849;STORM HAPPINESS;1
Pavlodar;173;CONFESSIONS MAGUIRE;1
Braslia;130;CELEBRITY HORN;1
Sumqayit;984;WONDERFUL DROP;1
Miyakonojo;554;MALKOVICH PET;1
Bandar Seri Begawan;90;BOULEVARD MOB;1
Ahmadnagar;524;LION UNCUT;1
Satna;925;UNITED PILOT;1
Chapra;759;SALUTE APOLLO;1
Binzhou;312;FIDDLER LOST;1
Yangor;44;ATTACKS HATE;1
Mit Ghamr;893;TITANS JERK;1
Pemalang;187;CRANES RESERVOIR;1
Binzhou;876;TARZAN VIDEOTAPE;1
Peoria;455;IMPOSSIBLE PREJUDICE;1
San Felipe del Progreso;273;EFFECT GLADIATOR;1
Santo Andr;616;NATIONAL STORY;1
Uluberia;363;GO PURPLE;1
Eskisehir;647;OUTFIELD MASSACRE;1
Ambattur;827;SPICE SORORITY;1
Peoria;982;WOMEN DORADO;1
Zaoyang;438;HUMAN GRAFFITI;1
Bellevue;744;ROOTS REMEMBER;1
Ciparay;448;IDAHO LOVE;1
Jaffna;570;MERMAID INSECTS;1
Mosul;978;WISDOM WORKER;1
Araatuba;518;LIAISONS SWEET;1
Ashqelon;229;DEVIL DESIRE;1
Usak;120;CARIBBEAN LIBERTY;1
Rajkot;387;GUN BONNIE;1
Mukateve;680;PINOCCHIO SIMON;1
Siegen;159;CLOSER BANG;1
Donostia-San Sebastin;406;HAUNTING PIANIST;1
Nakhon Sawan;86;BOOGIE AMELIE;1
Urawa;353;GENTLEMEN STAGE;1
Sousse;730;RIDGEMONT SUBMARINE;1
Lipetsk;506;LADY STAGE;1
Zhezqazghan;35;ARACHNOPHOBIA ROLLERCOASTER;1
Udaipur;727;RESURRECTION SILVERADO;1
Namibe;193;CROSSROADS CASUALTIES;1
Southport;442;HUNTING MUSKETEERS;1
Beni-Mellal;826;SPEED SUIT;1
Qinhuangdao;80;BLANKET BEVERLY;1
Usak;750;RUN PACIFIC;1
Shimonoseki;999;ZOOLANDER FICTION;1
Madiun;795;SIEGE MADRE;1
Simferopol;57;BASIC EASY;1
Dongying;563;MASSACRE USUAL;1
Boksburg;31;APACHE DIVINE;1
Zhezqazghan;922;UNDEFEATED DALMATIONS;1
Izumisano;577;MILE MULAN;1
Sagamihara;189;CREATURES SHAKESPEARE;1
Skikda;165;COLDBLOODED DARLING;1
Osmaniye;847;STOCK GLASS;1
Omiya;156;CLERKS ANGELS;1
Guaruj;447;ICE CROSSING;1
Robamba;260;DUDE BLINDNESS;1
Mwanza;10;ALADDIN CALENDAR;1
Tama;733;RIVER OUTLAW;1
Kimchon;415;HIGH ENCINO;1
Mogiljov;976;WIND PHANTOM;1
Poos de Caldas;437;HOUSE DYNAMITE;1
Hino;169;COMFORTS RUSH;1
Kragujevac;532;LOSER HUSTLER;1
Novi Sad;995;YENTL IDAHO;1
Araatuba;983;WON DARES;1
San Felipe de Puerto Plata;562;MASKED BUBBLE;1
Liaocheng;727;RESURRECTION SILVERADO;1
Nuuk;875;TALENTED HOMICIDE;1
Aden;732;RINGS HEARTBREAKERS;1
Oshawa;879;TELEGRAPH VOYAGE;1
Boa Vista;980;WIZARD COLDBLOODED;1
Asuncin;266;DYNAMITE TARZAN;1
Sorocaba;857;STRICTLY SCARFACE;1
Vila Velha;760;SAMURAI LION;1
Portoviejo;501;KISSING DOLLS;1
Zhoushan;541;LUKE MUMMY;1
Akishima;157;CLOCKWORK PARADISE;1
Xinxiang;322;FLATLINERS KILLER;1
Lipetsk;331;FORWARD TEMPLE;1
Aurora;659;PARK CITIZEN;1
Akron;820;SONS INTERVIEW;1
Ashdod;402;HARPER DYING;1
Junan;326;FLYING HOOK;1
Bergamo;647;OUTFIELD MASSACRE;1
Ljubertsy;730;RIDGEMONT SUBMARINE;1
Vicente Lpez;298;EYES DRIVING;1
Sungai Petani;145;CHISUM BEHAVIOR;1
Naju;391;HALF OUTFIELD;1
Munger (Monghyr);44;ATTACKS HATE;1
Batna;45;ATTRACTION NEWTON;1
Ahmadnagar;609;MUSCLE BRIGHT;1
Naala-Porto;674;PET HAUNTING;1
Lungtan;855;STREAK RIDGEMONT;1
Fukuyama;680;PINOCCHIO SIMON;1
Trshavn;949;VOLCANO TEXAS;1
Hohhot;782;SHAKESPEARE SADDLE;1
Sousse;17;ALONE TRIP;1
Ilorin;349;GANGS PRIDE;1
Cavite;40;ARMY FLINTSTONES;1
Tanshui;377;GREASE YOUTH;1
Benin City;841;STAR OPERATION;1
Santo Andr;212;DARN FORRESTER;1
Sal;388;GUNFIGHT MOON;1
Bhimavaram;29;ANTITRUST TOMATOES;1
Parbhani;795;SIEGE MADRE;1
Jelets;23;ANACONDA CONFESSIONS;1
Naala-Porto;263;DURHAM PANKY;1
Halifax;138;CHARIOTS CONSPIRACY;1
Springs;166;COLOR PHILADELPHIA;1
Adana;745;ROSES TREASURE;1
Salzburg;570;MERMAID INSECTS;1
Uijongbu;372;GRACELAND DYNAMITE;1
Jaipur;594;MONTEZUMA COMMAND;1
Daxian;727;RESURRECTION SILVERADO;1
Pak Kret;462;INSIDER ARIZONA;1
Tianjin;418;HOBBIT ALIEN;1
Abu Dhabi;918;TWISTED PIRATES;1
Enshi;169;COMFORTS RUSH;1
Tanza;49;BADMAN DAWN;1
Purwakarta;649;OZ LIAISONS;1
Mardan;952;WAGON JAWS;1
Haining;503;KRAMER CHOCOLATE;1
Tieli;527;LOLA AGENT;1
Shubra al-Khayma;338;FRISCO FORREST;1
Bislig;942;VIETNAM SMOOCHY;1
Aurora;158;CLONES PINOCCHIO;1
Ogbomosho;222;DESERT POSEIDON;1
Akishima;445;HYDE DOCTOR;1
Varanasi (Benares);644;OSCAR GOLD;1
Cheju;948;VOICE PEACH;1
Naju;166;COLOR PHILADELPHIA;1
Pereira;431;HOOSIERS BIRDCAGE;1
Czestochowa;26;ANNIE IDENTITY;1
Usolje-Sibirskoje;817;SOLDIERS EVOLUTION;1
Pjatigorsk;350;GARDEN ISLAND;1
Santa Rosa;892;TITANIC BOONDOCK;1
Jelets;3;ADAPTATION HOLES;1
Caracas;43;ATLANTIS CAUSE;1
Duisburg;63;BEDAZZLED MARRIED;1
Korla;334;FREDDY STORM;1
Memphis;341;FROST HEAD;1
Antofagasta;110;CABIN FLASH;1
Faaa;215;DAWN POND;1
Lengshuijiang;675;PHANTOM GLORY;1
Southampton;686;PLUTO OLEANDER;1
Kurgan;626;NOON PAPI;1
Munger (Monghyr);204;DALMATIONS SWEDEN;1
Guaruj;304;FARGO GANDHI;1
Karnal;794;SIDE ARK;1
Kamarhati;186;CRAFT OUTFIELD;1
Bag;533;LOST BIRD;1
Baicheng;12;ALASKA PHANTOM;1
Cavite;606;MUMMY CREATURES;1
Lancaster;848;STONE FIRE;1
Molodetno;953;WAIT CIDER;1
Omdurman;416;HIGHBALL POTTER;1
Karnal;76;BIRDCAGE CASPER;1
Qomsheh;301;FAMILY SWEET;1
Hohhot;330;FORRESTER COMANCHEROS;1
Enshi;91;BOUND CHEAPER;1
Nukualofa;745;ROSES TREASURE;1
Tegal;891;TIMBERLAND SKY;1
Laiwu;725;REQUIEM TYCOON;1
Rajkot;320;FLAMINGOS CONNECTICUT;1
Iwatsuki;277;ELEPHANT TROJAN;1
Skikda;814;SNATCH SLIPPER;1
Kimchon;859;SUGAR WONKA;1
Firozabad;871;SWEDEN SHINING;1
Probolinggo;74;BIRCH ANTITRUST;1
Greensboro;693;POTTER CONNECTICUT;1
Haining;832;SPLASH GUMP;1
Varanasi (Benares);206;DANCING FEVER;1
Sincelejo;69;BEVERLY OUTLAW;1
Nyeri;659;PARK CITIZEN;1
Citt del Vaticano;964;WATERFRONT DELIVERANCE;1
Ljubertsy;575;MIDSUMMER GROUNDHOG;1
Kitwe;979;WITCHES PANIC;1
Ondo;35;ARACHNOPHOBIA ROLLERCOASTER;1
Fengshan;838;STAGECOACH ARMAGEDDON;1
Richmond Hill;900;TOWN ARK;1
Jelets;857;STRICTLY SCARFACE;1
El Alto;78;BLACKOUT PRIVATE;1
Sawhaj;362;GLORY TRACY;1
Kragujevac;856;STREETCAR INTENTIONS;1
Cabuyao;54;BANGER PINOCCHIO;1
Munger (Monghyr);756;SADDLE ANTITRUST;1
Bijapur;848;STONE FIRE;1
Nyeri;468;INVASION CYCLONE;1
Hami;17;ALONE TRIP;1
Santiago de Compostela;862;SUMMER SCARFACE;1
Sivas;291;EVOLUTION ALTER;1
Apeldoorn;478;JAWS HARRY;1
Ktahya;864;SUNDANCE INVASION;1
Elista;559;MARRIED GO;1
Iligan;409;HEARTBREAKERS BRIGHT;1
Brescia;915;TRUMAN CRAZY;1
Pune;392;HALL CASSIDY;1
Saint Louis;12;ALASKA PHANTOM;1
Pachuca de Soto;693;POTTER CONNECTICUT;1
Qinhuangdao;501;KISSING DOLLS;1
Okayama;702;PULP BEVERLY;1
Guaruj;101;BROTHERHOOD BLANKET;1
Kragujevac;796;SIERRA DIVIDE;1
Crdoba;75;BIRD INDEPENDENCE;1
San Felipe del Progreso;331;FORWARD TEMPLE;1
Tuguegarao;826;SPEED SUIT;1
Shubra al-Khayma;414;HELLFIGHTERS SIERRA;1
Parbhani;403;HARRY IDAHO;1
Nagareyama;643;ORIENT CLOSER;1
Songkhla;767;SCALAWAG DUCK;1
Valparai;444;HUSTLER PARTY;1
Sanya;949;VOLCANO TEXAS;1
Addis Abeba;816;SNOWMAN ROLLERCOASTER;1
Dayton;703;PUNK DIVORCE;1
Tychy;526;LOCK REAR;1
Bradford;265;DYING MAKER;1
Bern;156;CLERKS ANGELS;1
Halle/Saale;78;BLACKOUT PRIVATE;1
Cuautla;169;COMFORTS RUSH;1
Ljubertsy;828;SPIKING ELEMENT;1
Mit Ghamr;921;UNCUT SUICIDES;1
Kimberley;741;ROMAN PUNK;1
Mwene-Ditu;641;ORANGE GRAPES;1
Huaian;416;HIGHBALL POTTER;1
Jinchang;211;DARLING BREAKING;1
Greensboro;25;ANGELS LIFE;1
Adoni;610;MUSIC BOONDOCK;1
Matsue;525;LOATHING LEGALLY;1
Sucre;462;INSIDER ARIZONA;1
Dongying;670;PELICAN COMFORTS;1
La Plata;101;BROTHERHOOD BLANKET;1
Kansas City;174;CONFIDENTIAL INTERVIEW;1
Syrakusa;433;HORN WORKING;1
Botosani;294;EXPECATIONS NATURAL;1
Tsuyama;361;GLEAMING JAWBREAKER;1
Allende;920;UNBREAKABLE KARATE;1
Czestochowa;35;ARACHNOPHOBIA ROLLERCOASTER;1
Fukuyama;194;CROW GREASE;1
Bergamo;621;NETWORK PEAK;1
Huejutla de Reyes;15;ALIEN CENTER;1
Blumenau;283;ENDING CROWDS;1
Hunuco;159;CLOSER BANG;1
Jamalpur;90;BOULEVARD MOB;1
Santa Brbara dOeste;340;FRONTIER CABIN;1
Namibe;258;DRUMS DYNAMITE;1
ostka;266;DYNAMITE TARZAN;1
Abu Dhabi;753;RUSH GOODFELLAS;1
Rizhao;994;WYOMING STORM;1
Tabuk;434;HORROR REIGN;1
Nador;999;ZOOLANDER FICTION;1
Cam Ranh;484;JERK PAYCHECK;1
Sunnyvale;124;CASPER DRAGONFLY;1
Shimonoseki;288;ESCAPE METROPOLIS;1
Benin City;341;FROST HEAD;1
Xintai;285;ENGLISH BULWORTH;1
Zaria;919;TYCOON GATHERING;1
Linz;554;MALKOVICH PET;1
Shanwei;812;SMOKING BARBARELLA;1
Balurghat;636;OLEANDER CLUE;1
Vijayawada;22;AMISTAD MIDSUMMER;1
Yingkou;603;MOVIE SHAKESPEARE;1
Jamalpur;74;BIRCH ANTITRUST;1
Iligan;945;VIRGINIAN PLUTO;1
Simferopol;243;DOORS PRESIDENT;1
Newcastle;686;PLUTO OLEANDER;1
Pereira;571;METAL ARMAGEDDON;1
Mannheim;546;MADRE GABLES;1
Daugavpils;861;SUIT WALLS;1
Antofagasta;6;AGENT TRUMAN;1
Graz;656;PAPI NECKLACE;1
Southport;291;EVOLUTION ALTER;1
Merlo;683;PITY BOUND;1
Varanasi (Benares);417;HILLS NEIGHBORS;1
Dhule (Dhulia);103;BUCKET BROTHERHOOD;1
Purnea (Purnia);652;PAJAMA JAWBREAKER;1
Lungtan;702;PULP BEVERLY;1
Ahmadnagar;783;SHANE DARKNESS;1
Toulon;467;INTRIGUE WORST;1
Kumbakonam;425;HOLY TADPOLE;1
