cidade;pais_code;estado_code;estado;pais
Gjinkar;AL;45;Gjirokastër County;Albania
Petran;AL;45;Gjirokastër County;Albania
Peshkopi;AL;41;Dibër County;Albania
Përmet;AL;45;Gjirokastër County;Albania
Ostreni i Math;AL;41;Dibër County;Albania
Orosh;AL;48;Lezhë County;Albania
Orenjë;AL;43;Elbasan County;Albania
Odrie;AL;45;Gjirokastër County;Albania
Novoselë;AL;46;Korçë County;Albania
Picar;AL;45;Gjirokastër County;Albania
Mollas;AL;43;Elbasan County;Albania
Mollas;AL;46;Korçë County;Albania
Mollaj;AL;46;Korçë County;Albania
Miras;AL;46;Korçë County;Albania
Melan;AL;41;Dibër County;Albania
Mborje;AL;46;Korçë County;Albania
Martanesh;AL;41;Dibër County;Albania
Maqellarë;AL;41;Dibër County;Albania
Maliq;AL;46;Korçë County;Albania
Macukull;AL;41;Dibër County;Albania
Lunik;AL;43;Elbasan County;Albania
Llugaj;AL;47;Kukës County;Albania
Lis;AL;41;Dibër County;Albania
Liqenas;AL;46;Korçë County;Albania
Librazhd;AL;43;Elbasan County;Albania
Libonik;AL;46;Korçë County;Albania
Libohovë;AL;45;Gjirokastër County;Albania
Leskovik;AL;46;Korçë County;Albania
Leshnjë;AL;40;Berat County;Albania
Lenias;AL;43;Elbasan County;Albania
Lekas;AL;46;Korçë County;Albania
Lazarat;AL;45;Gjirokastër County;Albania
Labinot-Mal;AL;43;Elbasan County;Albania
Labinot-Fushë;AL;43;Elbasan County;Albania
Kushovë;AL;43;Elbasan County;Albania
Kurbnesh;AL;48;Lezhë County;Albania
Kukur;AL;43;Elbasan County;Albania
Kukës;AL;47;Kukës County;Albania
Kthella e Epërme;AL;48;Lezhë County;Albania
Krumë;AL;47;Kukës County;Albania
Krastë;AL;41;Dibër County;Albania
Korçë;AL;46;Korçë County;Albania
Kolsh;AL;47;Kukës County;Albania
Kodovjat;AL;43;Elbasan County;Albania
Klos;AL;41;Dibër County;Albania
Klos;AL;43;Elbasan County;Albania
Këlcyrë;AL;45;Gjirokastër County;Albania
Kastriot;AL;41;Dibër County;Albania
Kardhiq;AL;45;Gjirokastër County;Albania
Kalis;AL;47;Kukës County;Albania
Iballë;AL;49;Shkodër County;Albania
Hotolisht;AL;43;Elbasan County;Albania
Hoçisht;AL;46;Korçë County;Albania
Gramsh;AL;43;Elbasan County;Albania
Gostimë;AL;43;Elbasan County;Albania
Golaj;AL;47;Kukës County;Albania
Gjorica e Sipërme;AL;41;Dibër County;Albania
Gjirokastër;AL;45;Gjirokastër County;Albania
Gjinar;AL;43;Elbasan County;Albania
Gjinaj;AL;47;Kukës County;Albania
Gjergjan;AL;43;Elbasan County;Albania
Gjegjan;AL;49;Shkodër County;Albania
Fushë-Muhurr;AL;41;Dibër County;Albania
Fushë-Lurë;AL;41;Dibër County;Albania
Fushë-Çidhnë;AL;41;Dibër County;Albania
Fushë-Bulqizë;AL;41;Dibër County;Albania
Fushë-Arrëz;AL;49;Shkodër County;Albania
Frashër;AL;45;Gjirokastër County;Albania
Fierzë;AL;49;Shkodër County;Albania
Fajzë;AL;47;Kukës County;Albania
Ersekë;AL;46;Korçë County;Albania
Elbasan;AL;43;Elbasan County;Albania
Drenovë;AL;46;Korçë County;Albania
Dishnicë;AL;46;Korçë County;Albania
Derjan;AL;41;Dibër County;Albania
Gjerbës;AL;40;Berat County;Albania
Çorovodë;AL;40;Berat County;Albania
Çlirim;AL;46;Korçë County;Albania
Cerava;AL;46;Korçë County;Albania
Çepan;AL;40;Berat County;Albania
Çarshovë;AL;45;Gjirokastër County;Albania
Kokaj;AL;47;Kukës County;Albania
Buz;AL;45;Gjirokastër County;Albania
Bushtricë;AL;47;Kukës County;Albania
Burrel;AL;41;Dibër County;Albania
Bulqizë;AL;41;Dibër County;Albania
Bujan;AL;47;Kukës County;Albania
Bradashesh;AL;43;Elbasan County;Albania
Blinisht;AL;48;Lezhë County;Albania
Blerim;AL;49;Shkodër County;Albania
Bilisht;AL;46;Korçë County;Albania
Bicaj;AL;47;Kukës County;Albania
Dardhas;AL;46;Korçë County;Albania
Barmash;AL;46;Korçë County;Albania
Ballaban;AL;45;Gjirokastër County;Albania
Arrën;AL;47;Kukës County;Albania
Arras;AL;41;Dibër County;Albania
Bytyç;AL;47;Kukës County;Albania
Librazhd-Qendër;AL;43;Elbasan County;Albania
Funarë;AL;43;Elbasan County;Albania
Moglicë;AL;46;Korçë County;Albania
Bogovë;AL;40;Berat County;Albania
Piskovë;AL;45;Gjirokastër County;Albania
Lukovë;AL;51;Vlorë County;Albania
Ksamil;AL;51;Vlorë County;Albania
Zharrëz;AL;44;Fier County;Albania
Zejmen;AL;48;Lezhë County;Albania
Zall-Herr;AL;50;Tirana;Albania
Zall-Bastar;AL;50;Tirana;Albania
Xhafzotaj;AL;42;Durrës County;Albania
Vukatanë;AL;49;Shkodër County;Albania
Vranisht;AL;51;Vlorë County;Albania
Vorë;AL;50;Tirana;Albania
Vlorë;AL;51;Vlorë County;Albania
Velipojë;AL;49;Shkodër County;Albania
Velabisht;AL;40;Berat County;Albania
Vaqarr;AL;50;Tirana;Albania
Uznovë;AL;40;Berat County;Albania
Ura Vajgurore;AL;40;Berat County;Albania
Ungrej;AL;48;Lezhë County;Albania
Ulëz;AL;41;Dibër County;Albania
Topojë;AL;44;Fier County;Albania
Tirana;AL;50;Tirana;Albania
Thumanë;AL;42;Durrës County;Albania
Tërbuf;AL;44;Fier County;Albania
Tapi;AL;40;Berat County;Albania
Synej;AL;50;Tirana;Albania
Sukth;AL;42;Durrës County;Albania
Strum;AL;44;Fier County;Albania
Starovë;AL;40;Berat County;Albania
Sinjë;AL;40;Berat County;Albania
Sinaballaj;AL;50;Tirana;Albania
Shkodër;AL;49;Shkodër County;Albania
Shijak;AL;42;Durrës County;Albania
Shezë;AL;43;Elbasan County;Albania
Shënkoll;AL;48;Lezhë County;Albania
Shëngjin;AL;48;Lezhë County;Albania
Shëngjergj;AL;50;Tirana;Albania
Shalës;AL;43;Elbasan County;Albania
Nicaj-Shalë;AL;49;Shkodër County;Albania
Sevaster;AL;51;Vlorë County;Albania
Selitë;AL;48;Lezhë County;Albania
Valbonë;AL;47;Kukës County;Albania
Selenicë;AL;51;Vlorë County;Albania
Samaticë;AL;40;Berat County;Albania
Ruzhdie;AL;44;Fier County;Albania
Rubik;AL;48;Lezhë County;Albania
Rrogozhinë;AL;50;Tirana;Albania
Rrëshen;AL;48;Lezhë County;Albania
Rrashbull;AL;42;Durrës County;Albania
Rrasa e Sipërme;AL;43;Elbasan County;Albania
Rrapë;AL;49;Shkodër County;Albania
Roskovec;AL;44;Fier County;Albania
Remas;AL;44;Fier County;Albania
Qerret;AL;49;Shkodër County;Albania
Qelëz;AL;49;Shkodër County;Albania
Pukë;AL;49;Shkodër County;Albania
Progonat;AL;45;Gjirokastër County;Albania
Prezë;AL;50;Tirana;Albania
Poshnjë;AL;40;Berat County;Albania
Portëz;AL;44;Fier County;Albania
Pobrat;AL;40;Berat County;Albania
Peza e Madhe;AL;50;Tirana;Albania
Petrelë;AL;50;Tirana;Albania
Përparim;AL;43;Elbasan County;Albania
Perondi;AL;40;Berat County;Albania
Peqin;AL;43;Elbasan County;Albania
Patos Fshat;AL;44;Fier County;Albania
Patos;AL;44;Fier County;Albania
Paskuqan;AL;50;Tirana;Albania
Papër;AL;43;Elbasan County;Albania
Pajovë;AL;43;Elbasan County;Albania
Otllak;AL;40;Berat County;Albania
Orikum;AL;51;Vlorë County;Albania
Novoselë;AL;51;Vlorë County;Albania
Nikël;AL;42;Durrës County;Albania
Nicaj-Shosh;AL;49;Shkodër County;Albania
Ngraçan;AL;44;Fier County;Albania
Ndroq;AL;50;Tirana;Albania
Moravë;AL;40;Berat County;Albania
Milot;AL;48;Lezhë County;Albania
Memaliaj;AL;45;Gjirokastër County;Albania
Mbrostar-Urë;AL;44;Fier County;Albania
Manzë;AL;42;Durrës County;Albania
Mamurras;AL;48;Lezhë County;Albania
Maminas;AL;42;Durrës County;Albania
Magjatë;AL;40;Berat County;Albania
Luzi i Vogël;AL;50;Tirana;Albania
Lushnjë;AL;44;Fier County;Albania
Luftinjë;AL;45;Gjirokastër County;Albania
Libofshë;AL;44;Fier County;Albania
Lezhë;AL;48;Lezhë County;Albania
Levan;AL;44;Fier County;Albania
Lekbibaj;AL;47;Kukës County;Albania
Lekaj;AL;50;Tirana;Albania
Lapardha Një;AL;40;Berat County;Albania
Laç;AL;48;Lezhë County;Albania
Kutë;AL;44;Fier County;Albania
Kutalli;AL;40;Berat County;Albania
Kurjan;AL;44;Fier County;Albania
Kuman;AL;44;Fier County;Albania
Kuçovë;AL;40;Berat County;Albania
Kuç;AL;49;Shkodër County;Albania
Kryevidh;AL;50;Tirana;Albania
Krutja e Poshtme;AL;44;Fier County;Albania
Krujë;AL;42;Durrës County;Albania
Krrabë;AL;50;Tirana;Albania
Krahës;AL;45;Gjirokastër County;Albania
Kozarë;AL;40;Berat County;Albania
Kotë;AL;51;Vlorë County;Albania
Koplik;AL;49;Shkodër County;Albania
Kombësi;AL;41;Dibër County;Albania
Kolonjë;AL;44;Fier County;Albania
Kolç;AL;48;Lezhë County;Albania
Kavajë;AL;50;Tirana;Albania
Katundi i Ri;AL;42;Durrës County;Albania
Kastrat;AL;49;Shkodër County;Albania
Kashar;AL;50;Tirana;Albania
Karinë;AL;43;Elbasan County;Albania
Karbunara e Vogël;AL;44;Fier County;Albania
Kamëz;AL;50;Tirana;Albania
Kallmeti i Madh;AL;48;Lezhë County;Albania
Kallmet;AL;50;Tirana;Albania
Kalenjë;AL;44;Fier County;Albania
Kajan;AL;43;Elbasan County;Albania
Kaçinar;AL;48;Lezhë County;Albania
Ishëm;AL;42;Durrës County;Albania
Hysgjokaj;AL;44;Fier County;Albania
Hot;AL;49;Shkodër County;Albania
Himarë;AL;51;Vlorë County;Albania
Helmas;AL;50;Tirana;Albania
Hekal;AL;44;Fier County;Albania
Havaleas;AL;40;Berat County;Albania
Hasan;AL;42;Durrës County;Albania
Hajmel;AL;49;Shkodër County;Albania
Gurra e Vogël;AL;41;Dibër County;Albania
Guri i Zi;AL;49;Shkodër County;Albania
Gruemirë;AL;49;Shkodër County;Albania
Greshicë;AL;44;Fier County;Albania
Grekan;AL;43;Elbasan County;Albania
Gradishtë;AL;44;Fier County;Albania
Gracen;AL;43;Elbasan County;Albania
Grabjan;AL;44;Fier County;Albania
Gosë e Madhe;AL;50;Tirana;Albania
Çlirim;AL;40;Berat County;Albania
Goraj;AL;40;Berat County;Albania
Golem;AL;44;Fier County;Albania
Gjoçaj;AL;43;Elbasan County;Albania
Gjepalaj;AL;42;Durrës County;Albania
Gjadër, Dajc;AL;48;Lezhë County;Albania
Gegë;AL;40;Berat County;Albania
Fushëkuqe;AL;48;Lezhë County;Albania
Fushë-Krujë;AL;42;Durrës County;Albania
Fratar;AL;44;Fier County;Albania
Frakulla e Madhe;AL;44;Fier County;Albania
Fier-Shegan;AL;44;Fier County;Albania
Fier-Çifçi;AL;44;Fier County;Albania
Fier;AL;44;Fier County;Albania
Farka e Madhe;AL;50;Tirana;Albania
Dushnik;AL;40;Berat County;Albania
Durrës;AL;42;Durrës County;Albania
Duhanas;AL;40;Berat County;Albania
Drenovicë;AL;40;Berat County;Albania
Drenovë;AL;44;Fier County;Albania
Divjakë;AL;44;Fier County;Albania
Dhërmi;AL;51;Vlorë County;Albania
Dërmënas;AL;44;Fier County;Albania
Vau i Dejës;AL;49;Shkodër County;Albania
Dajt;AL;50;Tirana;Albania
Dajç;AL;49;Shkodër County;Albania
Dajç;AL;48;Lezhë County;Albania
Cukalat;AL;40;Berat County;Albania
Cudhi Zall;AL;42;Durrës County;Albania
Cërrik;AL;43;Elbasan County;Albania
Cakran;AL;44;Fier County;Albania
Bushat;AL;49;Shkodër County;Albania
Bubullimë;AL;44;Fier County;Albania
Bubq;AL;42;Durrës County;Albania
Brataj;AL;51;Vlorë County;Albania
Bërzhitë;AL;50;Tirana;Albania
Bërxull;AL;50;Tirana;Albania
Bërdica e Madhe;AL;49;Shkodër County;Albania
Berat;AL;40;Berat County;Albania
Belsh;AL;43;Elbasan County;Albania
Baz;AL;41;Dibër County;Albania
Ballsh;AL;44;Fier County;Albania
Ballagat;AL;44;Fier County;Albania
Baldushk;AL;50;Tirana;Albania
Armen;AL;51;Vlorë County;Albania
Aranitas;AL;44;Fier County;Albania
Allkaj;AL;44;Fier County;Albania
Allambres;AL;40;Berat County;Albania
Golem;AL;50;Tirana;Albania
Balldreni i Ri;AL;48;Lezhë County;Albania
Aliaj;AL;49;Shkodër County;Albania
Grudë-Fushë;AL;49;Shkodër County;Albania
Kodër-Vorë;AL;50;Tirana;Albania
Fierzë;AL;43;Elbasan County;Albania
Lapardha Dy;AL;40;Berat County;Albania
Dushk;AL;44;Fier County;Albania
Selitë;AL;44;Fier County;Albania
Vllahinë;AL;51;Vlorë County;Albania
Bajram Curri;AL;47;Kukës County;Albania
Lumas;AL;40;Berat County;Albania
Qendër Skrapar;AL;40;Berat County;Albania
Zaritap;AM;10;Vayots Dzor;Armenia
Zangakatun;AM;02;Ararat;Armenia
Goravan;AM;02;Ararat;Armenia
Yeghegnavan;AM;02;Ararat;Armenia
Yeghegnadzor;AM;10;Vayots Dzor;Armenia
Vostan;AM;02;Ararat;Armenia
Vosketap;AM;02;Ararat;Armenia
Vernashen;AM;10;Vayots Dzor;Armenia
Verishen;AM;08;Syunik;Armenia
Vedi;AM;02;Ararat;Armenia
Vayk;AM;10;Vayots Dzor;Armenia
Tegh;AM;08;Syunik;Armenia
Vanashen;AM;02;Ararat;Armenia
Surenavan;AM;02;Ararat;Armenia
Sisian;AM;08;Syunik;Armenia
Sisavan;AM;02;Ararat;Armenia
Shinuhayr;AM;08;Syunik;Armenia
Lusarat;AM;02;Ararat;Armenia
Shahumyan;AM;02;Ararat;Armenia
Shatin;AM;10;Vayots Dzor;Armenia
Shaki;AM;08;Syunik;Armenia
Rind;AM;10;Vayots Dzor;Armenia
Noyakert;AM;02;Ararat;Armenia
Nor Kyank;AM;02;Ararat;Armenia
Mrgavan;AM;02;Ararat;Armenia
Meghri;AM;08;Syunik;Armenia
Malishka;AM;10;Vayots Dzor;Armenia
Kornidzor;AM;08;Syunik;Armenia
Pokr Vedi;AM;02;Ararat;Armenia
Khndzoresk;AM;08;Syunik;Armenia
Karahunj;AM;08;Syunik;Armenia
Kapan;AM;08;Syunik;Armenia
Kaghtsrashen;AM;02;Ararat;Armenia
Kajaran;AM;08;Syunik;Armenia
Jermuk;AM;10;Vayots Dzor;Armenia
Goris;AM;08;Syunik;Armenia
Gladzor;AM;10;Vayots Dzor;Armenia
Getap;AM;10;Vayots Dzor;Armenia
Yelpin;AM;10;Vayots Dzor;Armenia
Dalar;AM;02;Ararat;Armenia
Burastan;AM;02;Ararat;Armenia
Akner;AM;08;Syunik;Armenia
Brnakot;AM;08;Syunik;Armenia
Berkanush;AM;02;Ararat;Armenia
Baghramyan;AM;02;Ararat;Armenia
Azatavan;AM;02;Ararat;Armenia
Aygezard;AM;02;Ararat;Armenia
Aygepat;AM;02;Ararat;Armenia
Aygavan;AM;02;Ararat;Armenia
Avshar;AM;02;Ararat;Armenia
Artashat;AM;02;Ararat;Armenia
Yeghegis;AM;10;Vayots Dzor;Armenia
Armash;AM;02;Ararat;Armenia
Areni;AM;10;Vayots Dzor;Armenia
Ararat;AM;02;Ararat;Armenia
Ararat village;AM;02;Ararat;Armenia
Angeghakot;AM;08;Syunik;Armenia
Aghavnadzor;AM;10;Vayots Dzor;Armenia
Agarakadzor;AM;10;Vayots Dzor;Armenia
Agarak;AM;08;Syunik;Armenia
Arpi;AM;10;Vayots Dzor;Armenia
Aralez;AM;02;Ararat;Armenia
Urtsadzor;AM;02;Ararat;Armenia
Karmirgyugh;AM;04;Gegharkunik;Armenia
Horom;AM;07;Shirak;Armenia
Margara;AM;03;Armavir;Armenia
Zovaber;AM;04;Gegharkunik;Armenia
Zorak;AM;02;Ararat;Armenia
Zolakar;AM;04;Gegharkunik;Armenia
Sotk;AM;04;Gegharkunik;Armenia
Zar;AM;05;Kotayk;Armenia
Yerevan;AM;11;Yerevan;Armenia
Yerazgavors;AM;07;Shirak;Armenia
Yeraskhahun;AM;03;Armavir;Armenia
Yeranos;AM;04;Gegharkunik;Armenia
Yeghegnut;AM;03;Armavir;Armenia
Vagharshapat;AM;03;Armavir;Armenia
Yeghvard;AM;05;Kotayk;Armenia
Voskevaz;AM;01;Aragatsotn;Armenia
Voskevan;AM;09;Tavush;Armenia
Voskehat;AM;01;Aragatsotn;Armenia
Voskehask;AM;07;Shirak;Armenia
Verin Karmiraghbyur;AM;09;Tavush;Armenia
Verin Getashen;AM;04;Gegharkunik;Armenia
Verin Dvin;AM;02;Ararat;Armenia
Verin Artashat;AM;02;Ararat;Armenia
Varser;AM;04;Gegharkunik;Armenia
Vardenis;AM;04;Gegharkunik;Armenia
Vardenik;AM;04;Gegharkunik;Armenia
Vardanashen;AM;03;Armavir;Armenia
Vaghashen;AM;04;Gegharkunik;Armenia
Vahagni;AM;06;Lori;Armenia
Ushi;AM;01;Aragatsotn;Armenia
Ujan;AM;01;Aragatsotn;Armenia
Ttujur;AM;04;Gegharkunik;Armenia
Tumanyan;AM;06;Lori;Armenia
Tsovinar;AM;04;Gegharkunik;Armenia
Tsovazard;AM;04;Gegharkunik;Armenia
Tsovak;AM;04;Gegharkunik;Armenia
Tsovagyugh;AM;04;Gegharkunik;Armenia
Tsakkar;AM;04;Gegharkunik;Armenia
Tsaghkunk;AM;04;Gegharkunik;Armenia
Tsaghkunk;AM;03;Armavir;Armenia
Tsaghkahovit;AM;01;Aragatsotn;Armenia
Tsaghkaber;AM;06;Lori;Armenia
Tsaghkadzor;AM;05;Kotayk;Armenia
Tavush;AM;09;Tavush;Armenia
Tsovasar;AM;04;Gegharkunik;Armenia
Tashir;AM;06;Lori;Armenia
Tandzut;AM;03;Armavir;Armenia
Talin;AM;01;Aragatsotn;Armenia
Getahovit;AM;09;Tavush;Armenia
Stepanavan;AM;06;Lori;Armenia
Spitak;AM;06;Lori;Armenia
Spandaryan;AM;07;Shirak;Armenia
Nubarashen;AM;11;Yerevan;Armenia
Alashkert;AM;03;Armavir;Armenia
Solak;AM;05;Kotayk;Armenia
Sis;AM;02;Ararat;Armenia
Shnogh;AM;06;Lori;Armenia
Shirak;AM;07;Shirak;Armenia
Shenavan;AM;01;Aragatsotn;Armenia
Shenavan;AM;03;Armavir;Armenia
Shahumyan;AM;03;Armavir;Armenia
Shamiram;AM;01;Aragatsotn;Armenia
Sevkar;AM;09;Tavush;Armenia
Sevan;AM;04;Gegharkunik;Armenia
Sarukhan;AM;04;Gegharkunik;Armenia
Sarnaghbyur;AM;07;Shirak;Armenia
Sarigyugh;AM;09;Tavush;Armenia
Sarchapet;AM;06;Lori;Armenia
Saratak;AM;07;Shirak;Armenia
Saramej;AM;06;Lori;Armenia
Saralanj;AM;07;Shirak;Armenia
Sarahart;AM;06;Lori;Armenia
Geghakert;AM;03;Armavir;Armenia
Geghashen;AM;05;Kotayk;Armenia
Ranchpar;AM;02;Ararat;Armenia
Ptghni;AM;05;Kotayk;Armenia
Ptghunk;AM;03;Armavir;Armenia
Pshatavan;AM;03;Armavir;Armenia
Proshyan;AM;05;Kotayk;Armenia
Pokr Mantash;AM;07;Shirak;Armenia
Zoravan;AM;05;Kotayk;Armenia
Pemzashen;AM;07;Shirak;Armenia
Parpi;AM;01;Aragatsotn;Armenia
Paravakar;AM;09;Tavush;Armenia
Parakar;AM;03;Armavir;Armenia
Panik;AM;07;Shirak;Armenia
Oshakan;AM;01;Aragatsotn;Armenia
Sardarapat;AM;03;Armavir;Armenia
Ohanavan;AM;01;Aragatsotn;Armenia
Odzun;AM;06;Lori;Armenia
Noyemberyan;AM;09;Tavush;Armenia
Nor Kyank;AM;07;Shirak;Armenia
Nor Kharberd;AM;02;Ararat;Armenia
Nor Gyugh;AM;05;Kotayk;Armenia
Nor Geghi;AM;05;Kotayk;Armenia
Norashen;AM;09;Tavush;Armenia
Norashen;AM;01;Aragatsotn;Armenia
Norashen;AM;02;Ararat;Armenia
Nor Armavir;AM;03;Armavir;Armenia
Noramarg;AM;02;Ararat;Armenia
Norakert;AM;03;Armavir;Armenia
Noratus;AM;04;Gegharkunik;Armenia
Nor Hachn;AM;05;Kotayk;Armenia
Nerkin Sasnashen;AM;01;Aragatsotn;Armenia
Nerkin Getashen;AM;04;Gegharkunik;Armenia
Nerkin Bazmaberd;AM;01;Aragatsotn;Armenia
Artsvanist;AM;04;Gegharkunik;Armenia
Navur;AM;09;Tavush;Armenia
Nalbandyan;AM;03;Armavir;Armenia
Shirakamut;AM;06;Lori;Armenia
Basen;AM;07;Shirak;Armenia
Mughni;AM;01;Aragatsotn;Armenia
Hovtamej;AM;03;Armavir;Armenia
Mrgastan;AM;03;Armavir;Armenia
Mrgashen;AM;05;Kotayk;Armenia
Mrgashat;AM;03;Armavir;Armenia
Mrganush;AM;02;Ararat;Armenia
Movses;AM;09;Tavush;Armenia
Mkhchyan;AM;02;Ararat;Armenia
Mets Parni;AM;06;Lori;Armenia
Mets Masrik;AM;04;Gegharkunik;Armenia
Mets Mantash;AM;07;Shirak;Armenia
Metsavan;AM;06;Lori;Armenia
Metsamor;AM;03;Armavir;Armenia
Merdzavan;AM;03;Armavir;Armenia
Melikgyugh;AM;01;Aragatsotn;Armenia
Meghrashen;AM;07;Shirak;Armenia
Meghradzor;AM;05;Kotayk;Armenia
Mayakovski;AM;05;Kotayk;Armenia
Mastara;AM;01;Aragatsotn;Armenia
Masis;AM;02;Ararat;Armenia
Martuni;AM;04;Gegharkunik;Armenia
Marmarashen;AM;02;Ararat;Armenia
Marmashen;AM;07;Shirak;Armenia
Margahovit;AM;06;Lori;Armenia
Maralik;AM;07;Shirak;Armenia
Mayisyan;AM;07;Shirak;Armenia
Madina;AM;04;Gegharkunik;Armenia
Lusaghbyur;AM;06;Lori;Armenia
Lusagyugh;AM;03;Armavir;Armenia
Lukashin;AM;03;Armavir;Armenia
Lichk;AM;04;Gegharkunik;Armenia
Lernavan;AM;06;Lori;Armenia
Lernapat;AM;06;Lori;Armenia
Lernantsk;AM;06;Lori;Armenia
Lernanist;AM;05;Kotayk;Armenia
Lernakert;AM;07;Shirak;Armenia
Lermontovo;AM;06;Lori;Armenia
Khoronk;AM;03;Armavir;Armenia
Lchashen;AM;04;Gegharkunik;Armenia
Lchap;AM;04;Gegharkunik;Armenia
Lanjaghbyur;AM;04;Gegharkunik;Armenia
Kurtan;AM;06;Lori;Armenia
Kuchak;AM;01;Aragatsotn;Armenia
Koti;AM;09;Tavush;Armenia
Kotayk;AM;05;Kotayk;Armenia
Kosh;AM;01;Aragatsotn;Armenia
Koghb;AM;09;Tavush;Armenia
Vanadzor;AM;06;Lori;Armenia
Hnaberd;AM;01;Aragatsotn;Armenia
Khashtarak;AM;09;Tavush;Armenia
Khachpar;AM;02;Ararat;Armenia
Khachaghbyur;AM;04;Gegharkunik;Armenia
Keti;AM;07;Shirak;Armenia
Katnaghbyur;AM;01;Aragatsotn;Armenia
Katnajur;AM;06;Lori;Armenia
Kasakh;AM;01;Aragatsotn;Armenia
Karnut;AM;07;Shirak;Armenia
Karchaghbyur;AM;04;Gegharkunik;Armenia
Karbi;AM;01;Aragatsotn;Armenia
Karanlukh;AM;04;Gegharkunik;Armenia
Karakert;AM;03;Armavir;Armenia
Karaberd;AM;07;Shirak;Armenia
Kaputan;AM;05;Kotayk;Armenia
Kanakeravan;AM;05;Kotayk;Armenia
Kanachut;AM;02;Ararat;Armenia
Kamo;AM;07;Shirak;Armenia
Gavar;AM;04;Gegharkunik;Armenia
Kaghsi;AM;05;Kotayk;Armenia
Kakavadzor;AM;01;Aragatsotn;Armenia
Isahakyan;AM;07;Shirak;Armenia
Mayisyan;AM;03;Armavir;Armenia
Shahumyan;AM;06;Lori;Armenia
Ijevan;AM;09;Tavush;Armenia
Hrazdan;AM;05;Kotayk;Armenia
Armavir;AM;03;Armavir;Armenia
Hayanist;AM;02;Ararat;Armenia
Hatsik;AM;03;Armavir;Armenia
Haghartsin;AM;09;Tavush;Armenia
Gyumri;AM;07;Shirak;Armenia
Gyulagarak;AM;06;Lori;Armenia
Kamaris;AM;05;Kotayk;Armenia
Ghukasavan;AM;02;Ararat;Armenia
Gugark;AM;06;Lori;Armenia
Tsiatsan;AM;03;Armavir;Armenia
Gosh;AM;09;Tavush;Armenia
Goght;AM;05;Kotayk;Armenia
Gogaran;AM;06;Lori;Armenia
Getazat;AM;02;Ararat;Armenia
Getashen;AM;03;Armavir;Armenia
Gargar;AM;06;Lori;Armenia
Geghanist;AM;07;Shirak;Armenia
Geghanist;AM;02;Ararat;Armenia
Geghadzor;AM;01;Aragatsotn;Armenia
Gegharkunik;AM;04;Gegharkunik;Armenia
Geghamavan;AM;04;Gegharkunik;Armenia
Garni;AM;05;Kotayk;Armenia
Gagarin;AM;04;Gegharkunik;Armenia
Fioletovo;AM;06;Lori;Armenia
Dzoraghbyur;AM;05;Kotayk;Armenia
Dzorakap;AM;07;Shirak;Armenia
Dzoragyugh;AM;04;Gegharkunik;Armenia
Dzithankov;AM;07;Shirak;Armenia
Jrvezh;AM;05;Kotayk;Armenia
Jrashen;AM;06;Lori;Armenia
Jrashen;AM;02;Ararat;Armenia
Jrarat;AM;07;Shirak;Armenia
Jrarat;AM;03;Armavir;Armenia
Jrahovit;AM;02;Ararat;Armenia
Janfida;AM;03;Armavir;Armenia
Dvin;AM;02;Ararat;Armenia
Dsegh;AM;06;Lori;Armenia
Doghs;AM;03;Armavir;Armenia
Dilijan;AM;09;Tavush;Armenia
Ddmashen;AM;04;Gegharkunik;Armenia
Davtashen;AM;11;Yerevan;Armenia
Darpas;AM;06;Lori;Armenia
Darbnik;AM;02;Ararat;Armenia
Dalarik;AM;03;Armavir;Armenia
Chochkan;AM;06;Lori;Armenia
Charentsavan;AM;05;Kotayk;Armenia
Chambarak;AM;04;Gegharkunik;Armenia
Bjni;AM;05;Kotayk;Armenia
Byureghavan;AM;05;Kotayk;Armenia
Byurakan;AM;01;Aragatsotn;Armenia
Buzhakan;AM;05;Kotayk;Armenia
Berdavan;AM;09;Tavush;Armenia
Berd;AM;09;Tavush;Armenia
Bazum;AM;06;Lori;Armenia
Bazmaghbyur;AM;01;Aragatsotn;Armenia
Gandzak;AM;04;Gegharkunik;Armenia
Byuravan;AM;02;Ararat;Armenia
Balahovit;AM;05;Kotayk;Armenia
Bagratashen;AM;09;Tavush;Armenia
Azatan;AM;07;Shirak;Armenia
Haytagh;AM;03;Armavir;Armenia
Ayrum;AM;09;Tavush;Armenia
Haykavan;AM;07;Shirak;Armenia
Haykavan;AM;03;Armavir;Armenia
Aygestan;AM;02;Ararat;Armenia
Aygeshat;AM;03;Armavir;Armenia
Aygeshat;AM;03;Armavir;Armenia
Aknalich;AM;03;Armavir;Armenia
Aygehovit;AM;09;Tavush;Armenia
Aygedzor;AM;09;Tavush;Armenia
Metsadzor;AM;01;Aragatsotn;Armenia
Avan;AM;11;Yerevan;Armenia
Artimet;AM;03;Armavir;Armenia
Astghadzor;AM;04;Gegharkunik;Armenia
Ashtarak;AM;01;Aragatsotn;Armenia
Ashotsk;AM;07;Shirak;Armenia
Ashnak;AM;01;Aragatsotn;Armenia
Arzni;AM;05;Kotayk;Armenia
Arzakan;AM;05;Kotayk;Armenia
Artik;AM;07;Shirak;Armenia
Arteni;AM;01;Aragatsotn;Armenia
Artashar;AM;03;Armavir;Armenia
Hartagyugh;AM;06;Lori;Armenia
Arshaluys;AM;03;Armavir;Armenia
Arinj;AM;05;Kotayk;Armenia
