cidade;pais_code;estado_code;estado
Kotë;AL;51;Vlorë County
Koplik;AL;49;Shkodër County
Kombësi;AL;41;Dibër County
Kolonjë;AL;44;Fier County
Kolç;AL;48;Lezhë County
Kavajë;AL;50;Tirana
Katundi i Ri;AL;42;Durrës County
Kastrat;AL;49;Shkodër County
Kashar;AL;50;Tirana
Karinë;AL;43;Elbasan County
Karbunara e Vogël;AL;44;Fier County
Kamëz;AL;50;Tirana
Kallmeti i Madh;AL;48;Lezhë County
Kallmet;AL;50;Tirana
Kalenjë;AL;44;Fier County
Kajan;AL;43;Elbasan County
Kaçinar;AL;48;Lezhë County
Ishëm;AL;42;Durrës County
Hysgjokaj;AL;44;Fier County
Hot;AL;49;Shkodër County
Himarë;AL;51;Vlorë County
Helmas;AL;50;Tirana
Hekal;AL;44;Fier County
Havaleas;AL;40;Berat County
Hasan;AL;42;Durrës County
Hajmel;AL;49;Shkodër County
Gurra e Vogël;AL;41;Dibër County
Guri i Zi;AL;49;Shkodër County
Gruemirë;AL;49;Shkodër County
Greshicë;AL;44;Fier County
Grekan;AL;43;Elbasan County
Gradishtë;AL;44;Fier County
Gracen;AL;43;Elbasan County
Grabjan;AL;44;Fier County
Gosë e Madhe;AL;50;Tirana
Çlirim;AL;40;Berat County
Goraj;AL;40;Berat County
Golem;AL;44;Fier County
Gjoçaj;AL;43;Elbasan County
Gjepalaj;AL;42;Durrës County
Gjadër, Dajc;AL;48;Lezhë County
Gegë;AL;40;Berat County
Fushëkuqe;AL;48;Lezhë County
Fushë-Krujë;AL;42;Durrës County
Fratar;AL;44;Fier County
Frakulla e Madhe;AL;44;Fier County
Fier-Shegan;AL;44;Fier County
Fier-Çifçi;AL;44;Fier County
Fier;AL;44;Fier County
Farka e Madhe;AL;50;Tirana
Dushnik;AL;40;Berat County
Durrës;AL;42;Durrës County
Duhanas;AL;40;Berat County
Drenovicë;AL;40;Berat County
Drenovë;AL;44;Fier County
Divjakë;AL;44;Fier County
Dhërmi;AL;51;Vlorë County
Dërmënas;AL;44;Fier County
Vau i Dejës;AL;49;Shkodër County
Dajt;AL;50;Tirana
Dajç;AL;49;Shkodër County
Dajç;AL;48;Lezhë County
Cukalat;AL;40;Berat County
Cudhi Zall;AL;42;Durrës County
Cërrik;AL;43;Elbasan County
Cakran;AL;44;Fier County
Bushat;AL;49;Shkodër County
Bubullimë;AL;44;Fier County
Bubq;AL;42;Durrës County
Brataj;AL;51;Vlorë County
Bërzhitë;AL;50;Tirana
Bërxull;AL;50;Tirana
Bërdica e Madhe;AL;49;Shkodër County
Berat;AL;40;Berat County
Belsh;AL;43;Elbasan County
Baz;AL;41;Dibër County
Ballsh;AL;44;Fier County
Ballagat;AL;44;Fier County
Baldushk;AL;50;Tirana
Armen;AL;51;Vlorë County
Aranitas;AL;44;Fier County
Allkaj;AL;44;Fier County
Allambres;AL;40;Berat County
Golem;AL;50;Tirana
Balldreni i Ri;AL;48;Lezhë County
Aliaj;AL;49;Shkodër County
Grudë-Fushë;AL;49;Shkodër County
Kodër-Vorë;AL;50;Tirana
Fierzë;AL;43;Elbasan County
Lapardha Dy;AL;40;Berat County
Dushk;AL;44;Fier County
Selitë;AL;44;Fier County
Vllahinë;AL;51;Vlorë County
Bajram Curri;AL;47;Kukës County
Lumas;AL;40;Berat County
Qendër Skrapar;AL;40;Berat County
Zaritap;AM;10;Vayots Dzor
Zangakatun;AM;02;Ararat
Goravan;AM;02;Ararat
Yeghegnavan;AM;02;Ararat
Yeghegnadzor;AM;10;Vayots Dzor
Vostan;AM;02;Ararat
Vosketap;AM;02;Ararat
Vernashen;AM;10;Vayots Dzor
Verishen;AM;08;Syunik
Vedi;AM;02;Ararat
Vayk;AM;10;Vayots Dzor
Tegh;AM;08;Syunik
Vanashen;AM;02;Ararat
Surenavan;AM;02;Ararat
Sisian;AM;08;Syunik
Sisavan;AM;02;Ararat
Shinuhayr;AM;08;Syunik
Lusarat;AM;02;Ararat
Shahumyan;AM;02;Ararat
Shatin;AM;10;Vayots Dzor
Shaki;AM;08;Syunik
Rind;AM;10;Vayots Dzor
Noyakert;AM;02;Ararat
Nor Kyank;AM;02;Ararat
Mrgavan;AM;02;Ararat
Meghri;AM;08;Syunik
Malishka;AM;10;Vayots Dzor
Kornidzor;AM;08;Syunik
Pokr Vedi;AM;02;Ararat
Khndzoresk;AM;08;Syunik
Karahunj;AM;08;Syunik
Kapan;AM;08;Syunik
Kaghtsrashen;AM;02;Ararat
Kajaran;AM;08;Syunik
Jermuk;AM;10;Vayots Dzor
Goris;AM;08;Syunik
Gladzor;AM;10;Vayots Dzor
Getap;AM;10;Vayots Dzor
Yelpin;AM;10;Vayots Dzor
Dalar;AM;02;Ararat
Burastan;AM;02;Ararat
Akner;AM;08;Syunik
Brnakot;AM;08;Syunik
Berkanush;AM;02;Ararat
Baghramyan;AM;02;Ararat
Azatavan;AM;02;Ararat
Aygezard;AM;02;Ararat
Aygepat;AM;02;Ararat
Aygavan;AM;02;Ararat
Avshar;AM;02;Ararat
Artashat;AM;02;Ararat
Yeghegis;AM;10;Vayots Dzor
Armash;AM;02;Ararat
Areni;AM;10;Vayots Dzor
Ararat;AM;02;Ararat
Ararat village;AM;02;Ararat
Angeghakot;AM;08;Syunik
Aghavnadzor;AM;10;Vayots Dzor
Agarakadzor;AM;10;Vayots Dzor
Agarak;AM;08;Syunik
Arpi;AM;10;Vayots Dzor
Aralez;AM;02;Ararat
Urtsadzor;AM;02;Ararat
Karmirgyugh;AM;04;Gegharkunik
Horom;AM;07;Shirak
Margara;AM;03;Armavir
Zovaber;AM;04;Gegharkunik
Zorak;AM;02;Ararat
Zolakar;AM;04;Gegharkunik
Sotk;AM;04;Gegharkunik
Zar;AM;05;Kotayk
Yerevan;AM;11;Yerevan
Yerazgavors;AM;07;Shirak
Yeraskhahun;AM;03;Armavir
Yeranos;AM;04;Gegharkunik
Yeghegnut;AM;03;Armavir
Vagharshapat;AM;03;Armavir
Yeghvard;AM;05;Kotayk
Voskevaz;AM;01;Aragatsotn
Voskevan;AM;09;Tavush
Voskehat;AM;01;Aragatsotn
Voskehask;AM;07;Shirak
Verin Karmiraghbyur;AM;09;Tavush
Verin Getashen;AM;04;Gegharkunik
Verin Dvin;AM;02;Ararat
Verin Artashat;AM;02;Ararat
Varser;AM;04;Gegharkunik
Vardenis;AM;04;Gegharkunik
Vardenik;AM;04;Gegharkunik
Vardanashen;AM;03;Armavir
Vaghashen;AM;04;Gegharkunik
Vahagni;AM;06;Lori
Ushi;AM;01;Aragatsotn
Ujan;AM;01;Aragatsotn
Ttujur;AM;04;Gegharkunik
Tumanyan;AM;06;Lori
Tsovinar;AM;04;Gegharkunik
Tsovazard;AM;04;Gegharkunik
Tsovak;AM;04;Gegharkunik
Tsovagyugh;AM;04;Gegharkunik
Tsakkar;AM;04;Gegharkunik
Tsaghkunk;AM;04;Gegharkunik
Tsaghkunk;AM;03;Armavir
Tsaghkahovit;AM;01;Aragatsotn
Tsaghkaber;AM;06;Lori
Tsaghkadzor;AM;05;Kotayk
Tavush;AM;09;Tavush
Tsovasar;AM;04;Gegharkunik
Tashir;AM;06;Lori
Tandzut;AM;03;Armavir
Talin;AM;01;Aragatsotn
Getahovit;AM;09;Tavush
Stepanavan;AM;06;Lori
Spitak;AM;06;Lori
Spandaryan;AM;07;Shirak
Nubarashen;AM;11;Yerevan
Alashkert;AM;03;Armavir
Solak;AM;05;Kotayk
Sis;AM;02;Ararat
Shnogh;AM;06;Lori
Shirak;AM;07;Shirak
Shenavan;AM;01;Aragatsotn
Shenavan;AM;03;Armavir
Shahumyan;AM;03;Armavir
Shamiram;AM;01;Aragatsotn
Sevkar;AM;09;Tavush
Sevan;AM;04;Gegharkunik
Sarukhan;AM;04;Gegharkunik
Sarnaghbyur;AM;07;Shirak
Sarigyugh;AM;09;Tavush
Sarchapet;AM;06;Lori
Saratak;AM;07;Shirak
Saramej;AM;06;Lori
Saralanj;AM;07;Shirak
Sarahart;AM;06;Lori
Geghakert;AM;03;Armavir
Geghashen;AM;05;Kotayk
Ranchpar;AM;02;Ararat
Ptghni;AM;05;Kotayk
Ptghunk;AM;03;Armavir
Pshatavan;AM;03;Armavir
Proshyan;AM;05;Kotayk
Pokr Mantash;AM;07;Shirak
Zoravan;AM;05;Kotayk
Pemzashen;AM;07;Shirak
Parpi;AM;01;Aragatsotn
Paravakar;AM;09;Tavush
Parakar;AM;03;Armavir
Panik;AM;07;Shirak
Oshakan;AM;01;Aragatsotn
Sardarapat;AM;03;Armavir
Ohanavan;AM;01;Aragatsotn
Odzun;AM;06;Lori
Noyemberyan;AM;09;Tavush
Nor Kyank;AM;07;Shirak
Nor Kharberd;AM;02;Ararat
Nor Gyugh;AM;05;Kotayk
Nor Geghi;AM;05;Kotayk
Norashen;AM;09;Tavush
Norashen;AM;01;Aragatsotn
Norashen;AM;02;Ararat
Nor Armavir;AM;03;Armavir
Noramarg;AM;02;Ararat
Norakert;AM;03;Armavir
Noratus;AM;04;Gegharkunik
Nor Hachn;AM;05;Kotayk
Nerkin Sasnashen;AM;01;Aragatsotn
Nerkin Getashen;AM;04;Gegharkunik
Nerkin Bazmaberd;AM;01;Aragatsotn
Artsvanist;AM;04;Gegharkunik
Navur;AM;09;Tavush
Nalbandyan;AM;03;Armavir
Shirakamut;AM;06;Lori
Basen;AM;07;Shirak
Mughni;AM;01;Aragatsotn
Hovtamej;AM;03;Armavir
Mrgastan;AM;03;Armavir
Mrgashen;AM;05;Kotayk
Mrgashat;AM;03;Armavir
Mrganush;AM;02;Ararat
Movses;AM;09;Tavush
Mkhchyan;AM;02;Ararat
Mets Parni;AM;06;Lori
Mets Masrik;AM;04;Gegharkunik
Mets Mantash;AM;07;Shirak
Metsavan;AM;06;Lori
Metsamor;AM;03;Armavir
Merdzavan;AM;03;Armavir
Melikgyugh;AM;01;Aragatsotn
Meghrashen;AM;07;Shirak
Meghradzor;AM;05;Kotayk
Mayakovski;AM;05;Kotayk
Mastara;AM;01;Aragatsotn
Masis;AM;02;Ararat
Martuni;AM;04;Gegharkunik
Marmarashen;AM;02;Ararat
Marmashen;AM;07;Shirak
Margahovit;AM;06;Lori
Maralik;AM;07;Shirak
Mayisyan;AM;07;Shirak
Madina;AM;04;Gegharkunik
Lusaghbyur;AM;06;Lori
Lusagyugh;AM;03;Armavir
Lukashin;AM;03;Armavir
Lichk;AM;04;Gegharkunik
Lernavan;AM;06;Lori
Lernapat;AM;06;Lori
Lernantsk;AM;06;Lori
Lernanist;AM;05;Kotayk
Lernakert;AM;07;Shirak
Lermontovo;AM;06;Lori
Khoronk;AM;03;Armavir
Lchashen;AM;04;Gegharkunik
Lchap;AM;04;Gegharkunik
Lanjaghbyur;AM;04;Gegharkunik
Kurtan;AM;06;Lori
Kuchak;AM;01;Aragatsotn
Koti;AM;09;Tavush
Kotayk;AM;05;Kotayk
Kosh;AM;01;Aragatsotn
Koghb;AM;09;Tavush
Vanadzor;AM;06;Lori
Hnaberd;AM;01;Aragatsotn
Khashtarak;AM;09;Tavush
Khachpar;AM;02;Ararat
Khachaghbyur;AM;04;Gegharkunik
Keti;AM;07;Shirak
Katnaghbyur;AM;01;Aragatsotn
Katnajur;AM;06;Lori
Kasakh;AM;01;Aragatsotn
Karnut;AM;07;Shirak
Karchaghbyur;AM;04;Gegharkunik
Karbi;AM;01;Aragatsotn
Karanlukh;AM;04;Gegharkunik
Karakert;AM;03;Armavir
Karaberd;AM;07;Shirak
Kaputan;AM;05;Kotayk
Kanakeravan;AM;05;Kotayk
Kanachut;AM;02;Ararat
Kamo;AM;07;Shirak
Gavar;AM;04;Gegharkunik
Kaghsi;AM;05;Kotayk
Kakavadzor;AM;01;Aragatsotn
Isahakyan;AM;07;Shirak
Mayisyan;AM;03;Armavir
Shahumyan;AM;06;Lori
Ijevan;AM;09;Tavush
Hrazdan;AM;05;Kotayk
Armavir;AM;03;Armavir
Hayanist;AM;02;Ararat
Hatsik;AM;03;Armavir
Haghartsin;AM;09;Tavush
Gyumri;AM;07;Shirak
Gyulagarak;AM;06;Lori
Kamaris;AM;05;Kotayk
Ghukasavan;AM;02;Ararat
Gugark;AM;06;Lori
Tsiatsan;AM;03;Armavir
Gosh;AM;09;Tavush
Goght;AM;05;Kotayk
Gogaran;AM;06;Lori
Getazat;AM;02;Ararat
Getashen;AM;03;Armavir
Gargar;AM;06;Lori
Geghanist;AM;07;Shirak
Geghanist;AM;02;Ararat
Geghadzor;AM;01;Aragatsotn
Gegharkunik;AM;04;Gegharkunik
Geghamavan;AM;04;Gegharkunik
Garni;AM;05;Kotayk
Gagarin;AM;04;Gegharkunik
Fioletovo;AM;06;Lori
Dzoraghbyur;AM;05;Kotayk
Dzorakap;AM;07;Shirak
Dzoragyugh;AM;04;Gegharkunik
Dzithankov;AM;07;Shirak
Jrvezh;AM;05;Kotayk
Jrashen;AM;06;Lori
Jrashen;AM;02;Ararat
Jrarat;AM;07;Shirak
Jrarat;AM;03;Armavir
Jrahovit;AM;02;Ararat
Janfida;AM;03;Armavir
Dvin;AM;02;Ararat
Dsegh;AM;06;Lori
Doghs;AM;03;Armavir
Dilijan;AM;09;Tavush
Ddmashen;AM;04;Gegharkunik
Davtashen;AM;11;Yerevan
Darpas;AM;06;Lori
Darbnik;AM;02;Ararat
Dalarik;AM;03;Armavir
Chochkan;AM;06;Lori
Charentsavan;AM;05;Kotayk
Chambarak;AM;04;Gegharkunik
Bjni;AM;05;Kotayk
Byureghavan;AM;05;Kotayk
Byurakan;AM;01;Aragatsotn
Buzhakan;AM;05;Kotayk
Berdavan;AM;09;Tavush
Berd;AM;09;Tavush
Bazum;AM;06;Lori
Bazmaghbyur;AM;01;Aragatsotn
Gandzak;AM;04;Gegharkunik
Byuravan;AM;02;Ararat
Balahovit;AM;05;Kotayk
Bagratashen;AM;09;Tavush
Azatan;AM;07;Shirak
Haytagh;AM;03;Armavir
Ayrum;AM;09;Tavush
Haykavan;AM;07;Shirak
Haykavan;AM;03;Armavir
Aygestan;AM;02;Ararat
Aygeshat;AM;03;Armavir
Aygeshat;AM;03;Armavir
Aknalich;AM;03;Armavir
Aygehovit;AM;09;Tavush
Aygedzor;AM;09;Tavush
Metsadzor;AM;01;Aragatsotn
Avan;AM;11;Yerevan
Artimet;AM;03;Armavir
Astghadzor;AM;04;Gegharkunik
Ashtarak;AM;01;Aragatsotn
Ashotsk;AM;07;Shirak
Ashnak;AM;01;Aragatsotn
Arzni;AM;05;Kotayk
Arzakan;AM;05;Kotayk
Artik;AM;07;Shirak
Arteni;AM;01;Aragatsotn
Artashar;AM;03;Armavir
Hartagyugh;AM;06;Lori
Arshaluys;AM;03;Armavir
Arinj;AM;05;Kotayk
Harich;AM;07;Shirak
Argel;AM;05;Kotayk
Argavand;AM;02;Ararat
Argavand;AM;03;Armavir
Arevshat;AM;07;Shirak
Arevshat;AM;02;Ararat
Arevik;AM;07;Shirak
Arevik;AM;03;Armavir
Arevashogh;AM;06;Lori
Arevashat;AM;03;Armavir
Arjut;AM;06;Lori
Archis;AM;09;Tavush
Arbat;AM;03;Armavir
Arazap;AM;03;Armavir
Arapi;AM;07;Shirak
Aramus;AM;05;Kotayk
Araks;AM;03;Armavir
Aragyugh;AM;05;Kotayk
Aragats;AM;01;Aragatsotn
Aragatsavan;AM;01;Aragatsotn
Aragats;AM;03;Armavir
Aparan;AM;01;Aragatsotn
Apaga;AM;03;Armavir
Anushavan;AM;07;Shirak
Amasia;AM;03;Armavir
Amasia;AM;07;Shirak
Alaverdi;AM;06;Lori
Alapars;AM;05;Kotayk
Alagyaz;AM;01;Aragatsotn
Akunk;AM;05;Kotayk
Akunk;AM;04;Gegharkunik
Akori;AM;06;Lori
Akhuryan;AM;07;Shirak
Akhurik;AM;07;Shirak
Haghtanak;AM;09;Tavush
Akhtala;AM;06;Lori
Aghavnatun;AM;03;Armavir
Aghavnadzor;AM;05;Kotayk
Aghdzk;AM;01;Aragatsotn
Tsaghkalanj;AM;03;Armavir
Gandzakar;AM;09;Tavush
Agarak;AM;06;Lori
Agarakavan;AM;01;Aragatsotn
Agarak;AM;01;Aragatsotn
Vardadzor;AM;04;Gegharkunik
Achajur;AM;09;Tavush
Abovyan;AM;05;Kotayk
Abovyan;AM;02;Ararat
Vardablur;AM;06;Lori
Bardzrashen;AM;02;Ararat
Nshavan;AM;02;Ararat
Norabats;AM;02;Ararat
Azatamut;AM;09;Tavush
Teghut;AM;09;Tavush
Artsvaberd;AM;09;Tavush
Lernagog;AM;03;Armavir
Aruch;AM;01;Aragatsotn
Nor Yerznka;AM;01;Aragatsotn
Sasunik;AM;01;Aragatsotn
Zovuni;AM;05;Kotayk
Kasakh;AM;05;Kotayk
Baghramyan;AM;03;Armavir
Myasnikyan;AM;03;Armavir
Hushakert;AM;03;Armavir
Lenughi;AM;03;Armavir
Zartonk;AM;03;Armavir
Metsamor;AM;03;Armavir
Gay;AM;03;Armavir
Baghramyan;AM;03;Armavir
Musaler;AM;03;Armavir
Darakert;AM;02;Ararat
Dashtavan;AM;02;Ararat
Nizami;AM;02;Ararat
Ayntap;AM;02;Ararat
Masis;AM;02;Ararat
Geghhovit;AM;04;Gegharkunik
Taronik;AM;03;Armavir
Aratashen;AM;03;Armavir
Aknashen;AM;03;Armavir
Haykashen;AM;03;Armavir
Hovtashat;AM;02;Ararat
Sayat-Nova;AM;02;Ararat
Voskehat;AM;03;Armavir
Griboyedov;AM;03;Armavir
Amberd;AM;03;Armavir
Aygek;AM;03;Armavir
Ferik;AM;03;Armavir
Nor Yedesia;AM;01;Aragatsotn
Nor Artamet;AM;05;Kotayk
Tairov;AM;03;Armavir
Hovtashen;AM;02;Ararat
Dimitrov;AM;02;Ararat
Mrgavet;AM;02;Ararat
Arevabuyr;AM;02;Ararat
Nor Kyurin;AM;02;Ararat
Getapnya;AM;02;Ararat
Lanjazat;AM;02;Ararat
Erebuni;AM;11;Yerevan
Nor Nork;AM;11;Yerevan
Nork-Marash;AM;11;Yerevan
Ajapnyak;AM;11;Yerevan
Lusakunk;AM;04;Gegharkunik
Kanaker-Zeytun;AM;11;Yerevan
Narek;AM;02;Ararat
Vanand;AM;03;Armavir
Noravan;AM;03;Armavir
Khanjyan;AM;03;Armavir
Nor Kesaria;AM;03;Armavir
Malatia-Sebastia;AM;11;Yerevan
Kentron;AM;11;Yerevan
Karin;AM;01;Aragatsotn
Shenik;AM;03;Armavir
Aygevan;AM;03;Armavir
Araks;AM;03;Armavir
Shengavit;AM;11;Yerevan
Arevut;AM;01;Aragatsotn
Nor Artagers;AM;03;Armavir
Norapat;AM;03;Armavir
Jrarbi;AM;03;Armavir
Lernahovit;AM;06;Lori
Armavir;AM;03;Armavir
Arabkir;AM;11;Yerevan
Saurimo;AO;18;Lunda Sul
Lucapa;AO;17;Luanda Norte
Dundo;AO;17;Luanda Norte
Chitato;AO;17;Luanda Norte
Cassanguidi;AO;17;Luanda Norte
Muconda;AO;18;Lunda Sul
Mavinga;AO;04;Cuando Cobango
Lumeji;AO;14;Moxico
Lumbala;AO;14;Moxico
Luau;AO;14;Moxico
Léua;AO;14;Moxico
Jamba;AO;04;Cuando Cobango
Cameia;AO;14;Moxico
Dala;AO;18;Lunda Sul
Cazombo;AO;14;Moxico
Cazaji;AO;18;Lunda Sul
Camanongue;AO;14;Moxico
Nzagi;AO;05;Cuanza Norte
Uíge;AO;15;Uíge
Tombôco;AO;16;Zaire
Soyo;AO;16;Zaire
Songo;AO;15;Uíge
Sanza Pombo;AO;15;Uíge
Quibaxe;AO;19;Bengo
Puri;AO;15;Uíge
Ambrizette;AO;16;Zaire
Negage;AO;15;Uíge
N'dalatando;AO;05;Cuanza Norte
Mussende;AO;06;Kwanza Sul
Mbanza Kongo;AO;16;Zaire
Maquela do Zombo;AO;15;Uíge
Malanje;AO;12;Malanje
Lucala;AO;05;Cuanza Norte
Lubalo;AO;17;Luanda Norte
Luanda;AO;20;Luanda
Cunda diá Baze;AO;12;Malanje
Golungo Alto;AO;05;Cuanza Norte
Dondo;AO;05;Cuanza Norte
Dondo;AO;05;Cuanza Norte
Damba;AO;15;Uíge
Cuímba;AO;16;Zaire
Cuilo;AO;17;Luanda Norte
Cuango-Luzamba;AO;17;Luanda Norte
Cazombo;AO;05;Cuanza Norte
Caxito;AO;19;Bengo
Cangandala;AO;12;Malanje
Camabatela;AO;05;Cuanza Norte
Calandula;AO;12;Malanje
Cacuso;AO;12;Malanje
Cacongo;AO;03;Cabinda
Cabinda;AO;03;Cabinda
Buco Zau;AO;03;Cabinda
Belize;AO;03;Cabinda
Barra do Dande;AO;19;Bengo
Banza Damba;AO;15;Uíge
Bailundo;AO;12;Malanje
Ambriz;AO;19;Bengo
Gama;AO;19;Bengo
Buco;AO;12;Malanje
Xangongo;AO;07;Cunene
Alto Hama;AO;08;Huambo
Uacu Cungo;AO;06;Kwanza Sul
Virei;AO;13;Namibe
Ucuma;AO;08;Huambo
Ucu Seles;AO;06;Kwanza Sul
Tômbua;AO;13;Namibe
Sumbe;AO;06;Kwanza Sul
Quipungo;AO;09;Huíla
Quilenda;AO;06;Kwanza Sul
Quibala;AO;06;Kwanza Sul
Porto Amboim;AO;06;Kwanza Sul
Ondjiva;AO;07;Cunene
Nharêa;AO;02;Bíe
Mossamedes;AO;13;Namibe
Mungo;AO;08;Huambo
Menongue;AO;04;Cuando Cobango
Matala;AO;09;Huíla
Luquembo;AO;12;Malanje
Luena;AO;14;Moxico
Lubango;AO;09;Huíla
Longonjo;AO;08;Huambo
Londuimbali;AO;08;Huambo
Lobito;AO;01;Benguela
Cuíto;AO;02;Bíe
Catchiungo;AO;08;Huambo
Huambo;AO;08;Huambo
Ganda;AO;01;Benguela
Gabela;AO;06;Kwanza Sul
Ecunna;AO;08;Huambo
Ebo;AO;06;Kwanza Sul
Dombe Grande;AO;01;Benguela
Dala;AO;02;Bíe
Cunhinga;AO;02;Bíe
Cuemba;AO;02;Bíe
Cuchi;AO;04;Cuando Cobango
Cubal;AO;01;Benguela
Conda;AO;06;Kwanza Sul
Chongoroi;AO;01;Benguela
Chitembo;AO;02;Bíe
Chissamba;AO;02;Bíe
Chipindo;AO;09;Huíla
Chinguar;AO;02;Bíe
Chicomba;AO;09;Huíla
Chibia;AO;09;Huíla
Cela;AO;06;Kwanza Sul
Catumbela;AO;01;Benguela
Catabola;AO;02;Bíe
Capunda;AO;06;Kwanza Sul
Camucuio;AO;13;Namibe
Cambundi Catembo;AO;12;Malanje
Camacupa;AO;02;Bíe
Caluquembe;AO;09;Huíla
Calulo;AO;06;Kwanza Sul
Calucinga;AO;02;Bíe
Calandula;AO;14;Moxico
Calai;AO;04;Cuando Cobango
Caimbambo;AO;01;Benguela
Cahama;AO;07;Cunene
Caconda;AO;09;Huíla
Cacolo;AO;18;Lunda Sul
Caála;AO;08;Huambo
Bocoio;AO;01;Benguela
Bibala;AO;13;Namibe
Benguela;AO;01;Benguela
Balombo;AO;01;Benguela
Baía Farta;AO;01;Benguela
Andulo;AO;02;Bíe
Cambundi;AO;12;Malanje
Cafunfo;AO;17;Luanda Norte
Santa Clara;AO;06;Kwanza Sul
Quissecula;AO;06;Kwanza Sul
Cambundi;AO;12;Malanje
Praia Bebe;AO;01;Benguela
Chela;AO;08;Huambo
Chinjenje;AO;08;Huambo
Camboio;AO;01;Benguela
Calonamba;AO;09;Huíla
Zone (Zona) E;AO;01;Benguela
Zárate;AR;01;Buenos Aires
Yatayti Calle;AR;06;Corrientes
Yapeyú;AR;06;Corrientes
Colonia Wanda;AR;14;Misiones
Villa Paranacito;AR;08;Entre Rios
Villa Ortúzar;AR;07;Buenos Aires F.D.
Villa Ocampo;AR;21;Santa Fe
María Grande;AR;08;Entre Rios
Villa Mantero;AR;08;Entre Rios
Villa Lugano;AR;07;Buenos Aires F.D.
Villa Hernandarias;AR;08;Entre Rios
Villaguay;AR;08;Entre Rios
Villa Gesell;AR;01;Buenos Aires
Villa Escolar;AR;09;Formosa
Villa Elisa;AR;08;Entre Rios
Villa de Mayo;AR;01;Buenos Aires
Villa del Rosario;AR;08;Entre Rios
Verónica;AR;01;Buenos Aires
Veinticinco de Mayo;AR;14;Misiones
Urdinarrain;AR;08;Entre Rios
Ubajay;AR;08;Entre Rios
Tres Capones;AR;14;Misiones
Tortuguitas;AR;01;Buenos Aires
Tigre;AR;01;Buenos Aires
Tandil;AR;01;Buenos Aires
Tacuarendí;AR;21;Santa Fe
Tabossi;AR;08;Entre Rios
Suipacha;AR;01;Buenos Aires
Sauce de Luna;AR;08;Entre Rios
Sauce;AR;06;Corrientes
San Vicente;AR;01;Buenos Aires
San Vicente;AR;14;Misiones
Santo Tomé;AR;06;Corrientes
Santos Lugares;AR;01;Buenos Aires
Santo Pipó;AR;14;Misiones
Santa Rosa;AR;06;Corrientes
Santa María;AR;14;Misiones
Santa Lucía;AR;06;Corrientes
Santa Elena;AR;08;Entre Rios
Santa Anita;AR;08;Entre Rios
Santa Ana;AR;08;Entre Rios
Santa Ana;AR;14;Misiones
San Salvador;AR;08;Entre Rios
San Roque;AR;06;Corrientes
San Pedro;AR;01;Buenos Aires
San Pedro;AR;14;Misiones
San Miguel del Monte;AR;01;Buenos Aires
San Miguel;AR;06;Corrientes
San Luis del Palmar;AR;06;Corrientes
San Lorenzo;AR;06;Corrientes
San Justo;AR;01;Buenos Aires
Villa San Justo;AR;08;Entre Rios
San José de Feliciano;AR;08;Entre Rios
San José;AR;14;Misiones
San Javier;AR;21;Santa Fe
San Javier;AR;14;Misiones
San Isidro;AR;01;Buenos Aires
San Ignacio;AR;14;Misiones
San Gustavo;AR;08;Entre Rios
San Francisco de Laishi;AR;09;Formosa
San Cosme;AR;06;Corrientes
San Clemente del Tuyú;AR;01;Buenos Aires
San Cayetano;AR;01;Buenos Aires
San Carlos;AR;06;Corrientes
San Antonio de Padua;AR;01;Buenos Aires
San Antonio de Areco;AR;01;Buenos Aires
San Antonio;AR;14;Misiones
San Andrés de Giles;AR;01;Buenos Aires
Saladillo;AR;01;Buenos Aires
Saladas;AR;06;Corrientes
Ruiz de Montoya;AR;14;Misiones
Rosario del Tala;AR;08;Entre Rios
Roque Pérez;AR;01;Buenos Aires
Riachuelo;AR;06;Corrientes
Riacho He-He;AR;09;Formosa
Retiro;AR;07;Buenos Aires F.D.
Resistencia;AR;03;Chaco
Reconquista;AR;21;Santa Fe
Rauch;AR;01;Buenos Aires
Ranchos;AR;01;Buenos Aires
Quilmes;AR;01;Buenos Aires
Puerto Yeruá;AR;08;Entre Rios
Puerto Vilelas;AR;03;Chaco
Puerto Tirol;AR;03;Chaco
Puerto Rico;AR;14;Misiones
Puerto Piray;AR;14;Misiones
Puerto Libertad;AR;14;Misiones
Puerto Leoni;AR;14;Misiones
Puerto Iguazú;AR;14;Misiones
Puerto Ibicuy;AR;08;Entre Rios
Puerto Esperanza;AR;14;Misiones
Puerto Eldorado;AR;14;Misiones
Puerto Bermejo;AR;03;Chaco
Pueblo Libertador;AR;06;Corrientes
Pronunciamiento;AR;08;Entre Rios
Presidencia Roca;AR;03;Chaco
Presidencia de la Plaza;AR;03;Chaco
Posadas;AR;14;Misiones
Pontevedra;AR;01;Buenos Aires
Pirané;AR;09;Formosa
Pinamar;AR;01;Buenos Aires
Pilar;AR;01;Buenos Aires
Pila;AR;01;Buenos Aires
Piedras Blancas;AR;08;Entre Rios
Gobernador López;AR;14;Misiones
Perugorría;AR;06;Corrientes
Pedro R. Fernández;AR;06;Corrientes
Paso de los Libres;AR;06;Corrientes
Paso de la Patria;AR;06;Corrientes
Panambí;AR;14;Misiones
Pampa del Indio;AR;03;Chaco
Pampa Almirón;AR;03;Chaco
Palo Santo;AR;09;Formosa
Palmar Grande;AR;06;Corrientes
